episode,avg_waiting_time,avg_speed,total_stopped,total_waiting_time,total_reward
0,3.8985362593251613,8.067953176076184,9.893055555555556,148.92777777777778,0.0
1,3.970900111681712,7.935883166473794,10.318055555555556,154.09305555555557,0.0
2,4.069874939803574,7.927510243900386,10.470833333333333,159.225,0.0
3,4.1250982381518355,7.8745093241104325,10.702777777777778,162.75694444444446,0.0
4,3.9285670030337227,8.006734721097956,10.14861111111111,151.13194444444446,0.0
