metric,rl_mean,rl_std,fixed_mean,fixed_std,improvement_pct
avg_waiting_time,1.334688245296746,0.4167784870940596,3.998595310399201,0.09587306434072788,66.6210721093579
avg_speed,8.425915833900287,0.6806465991074082,7.96251812633175,0.07541912747228696,5.819738181017117
total_stopped,7.320555555555555,2.185430988019311,10.306666666666667,0.30823697192938665,28.97261750754636
total_waiting_time,56.863611111111105,22.65048430041199,155.22694444444446,5.710069569017938,63.367435135294734
