step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,center_stopped,center_accumulated_waiting_time,center_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,11.773649857155192,0,0.0,0.954951486759063,0,0.0
10.0,0,0.0,0.0,12.593572654864541,0,0.0,0.9717053444604964,0,0.0
15.0,0,0.0,0.0,10.056839666409779,0,0.0,0.8609019863440944,0,0.0
20.0,0,0.0,0.0,12.478572765716377,0,0.0,0.9361163128528196,0,0.0
25.0,0,0.0,0.0,11.273496900771313,0,0.0,0.8479824060297729,0,0.0
30.0,5,12.0,0.6,7.837619623832578,5,12.0,0.47075009247748445,5,12.0
35.0,8,46.0,2.0,6.94579939610575,8,46.0,0.3553421472601912,8,46.0
40.0,4,28.0,1.0769230769230769,7.181339688414808,4,53.0,0.4401604991896453,4,53.0
45.0,2,6.0,0.2222222222222222,9.236322133710278,2,24.0,0.6196133856581365,2,24.0
50.0,2,3.0,0.10714285714285714,9.744715895624546,2,21.0,0.5938257374162272,2,21.0
55.0,7,30.0,0.967741935483871,9.229439011825011,7,48.0,0.4840598131105923,7,48.0
60.0,3,14.0,0.4117647058823529,9.793006219417894,3,40.0,0.6386335321117125,3,40.0
65.0,2,8.0,0.24242424242424243,8.977574859329332,2,35.0,0.5566798730833417,2,35.0
70.0,3,6.0,0.18181818181818182,9.315926876140704,3,33.0,0.6212292410980925,3,33.0
75.0,5,28.0,0.8484848484848485,9.645535366269119,4,51.0,0.5956468734769039,4,51.0
80.0,3,15.0,0.4411764705882353,10.029683852280616,3,40.0,0.6521185220257473,3,40.0
85.0,3,8.0,0.22857142857142856,10.08453944117071,2,22.0,0.694894843020702,2,22.0
90.0,0,0.0,0.0,10.104095546619806,0,19.0,0.6733696028369988,0,19.0
95.0,5,15.0,0.46875,9.501071296125584,4,28.0,0.5613798313775148,4,28.0
100.0,3,13.0,0.38235294117647056,9.791413728514822,3,24.0,0.6256119333831497,3,24.0
105.0,4,17.0,0.5,8.91911253192834,3,36.0,0.47916547361204354,3,36.0
110.0,4,9.0,0.2903225806451613,8.107520978125216,4,45.0,0.40353079518082796,4,45.0
115.0,9,45.0,1.2857142857142858,8.239704532863191,9,72.0,0.3798213567237986,9,72.0
120.0,11,97.0,2.9393939393939394,7.551968537806064,11,124.0,0.3353488280224512,11,124.0
125.0,5,45.0,1.2857142857142858,6.860868148706189,5,100.0,0.23214922058722548,5,100.0
130.0,5,11.0,0.3055555555555556,7.296252612818703,4,90.0,0.28338148282393205,4,90.0
135.0,6,12.0,0.34285714285714286,7.924029248648263,6,109.0,0.3538038076806116,6,109.0
140.0,12,53.0,1.5588235294117647,8.037438210800719,12,147.0,0.38552525158359446,12,147.0
145.0,12,113.0,3.2285714285714286,8.132924314866408,12,207.0,0.4273054684081696,12,207.0
150.0,5,64.0,1.8285714285714285,7.591824739721741,5,165.0,0.46000682841123974,5,165.0
155.0,5,17.0,0.4722222222222222,8.062229851312138,3,114.0,0.4886190328104164,3,114.0
160.0,3,6.0,0.16216216216216217,8.04280391449697,3,118.0,0.4145125045036223,3,118.0
165.0,10,43.0,1.131578947368421,8.7280794009693,10,157.0,0.44752210164713224,10,157.0
170.0,4,29.0,0.7435897435897436,8.739519258298365,4,111.0,0.4427919940056654,4,111.0
175.0,4,15.0,0.375,9.809455816332715,4,70.0,0.5756903730056043,4,70.0
180.0,4,7.0,0.175,9.633941571850915,4,65.0,0.5636866083276303,4,65.0
185.0,8,44.0,1.1891891891891893,9.695885391375333,7,97.0,0.6271715841483371,7,97.0
