step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,center_stopped,center_accumulated_waiting_time,center_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,11.350072800062735,0,0.0,0.9593965153967805,0,0.0
10.0,0,0.0,0.0,12.822555705159932,0,0.0,0.8967039311343509,0,0.0
15.0,0,0.0,0.0,11.100640721424998,0,0.0,0.9447976079651742,0,0.0
20.0,0,0.0,0.0,10.66594701326458,0,0.0,0.6915956648013343,0,0.0
25.0,0,0.0,0.0,11.841858604946989,0,0.0,0.8520235120107719,0,0.0
30.0,0,0.0,0.0,10.895311642170755,0,0.0,0.7421899969818027,0,0.0
35.0,0,0.0,0.0,9.439895636917012,0,2.0,0.6610916633502181,0,2.0
40.0,2,5.0,0.21739130434782608,10.090999845473618,2,5.0,0.7075549091150255,2,5.0
45.0,1,1.0,0.041666666666666664,9.265025399481326,1,1.0,0.6060583141660588,1,1.0
50.0,4,17.0,0.68,8.764672921976956,4,17.0,0.49859023210847186,4,17.0
55.0,0,0.0,0.0,9.759767156736487,0,12.0,0.6366246404900272,0,12.0
60.0,5,18.0,0.5806451612903226,9.122845038345648,5,29.0,0.47027477406867113,5,29.0
65.0,2,5.0,0.17857142857142858,9.09226865136692,2,24.0,0.506805291057214,2,24.0
70.0,4,25.0,0.8064516129032258,9.754105704838416,4,36.0,0.5600516495622446,4,36.0
75.0,1,5.0,0.16129032258064516,9.634951989973557,1,19.0,0.5937841012098535,1,19.0
80.0,1,3.0,0.1,10.90597936637587,1,3.0,0.7455508751136286,1,3.0
85.0,0,0.0,0.0,12.455583288979767,0,0.0,0.9769551791380663,0,0.0
90.0,1,1.0,0.03333333333333333,11.434384265899448,0,0.0,0.7924837967245211,0,0.0
95.0,4,15.0,0.4838709677419355,9.519882428765786,4,15.0,0.4791311209209157,4,15.0
100.0,2,3.0,0.09375,9.452366299531068,2,17.0,0.5443270861651803,2,17.0
105.0,7,25.0,0.8620689655172413,8.499953974112255,5,30.0,0.4762250871558738,5,30.0
110.0,4,5.0,0.1724137931034483,8.547698862380756,4,33.0,0.5171117515320426,4,33.0
115.0,6,31.0,1.0,8.626599248355424,6,58.0,0.47418242308102565,6,58.0
120.0,1,8.0,0.24242424242424243,8.816006225376086,1,38.0,0.4841315273104748,1,38.0
